img1,img2,roll1,pitch1,yaw1,focal1,focal2,dist1,dist2,roll2,pitch2,yaw2
images/0954_p85.0_t30.0_z2.0.jpg,images/0450_p85.0_t40.0_z1.0.jpg,0.0,30.0,85.0,2.0,1.0,0.0,0.0,0.0,40.0,85.0
images/0717_p340.0_t10.0_z2.0.jpg,images/0719_p350.0_t10.0_z2.0.jpg,0.0,10.0,340.0,2.0,2.0,0.0,0.0,0.0,10.0,350.0
images/0693_p220.0_t10.0_z2.0.jpg,images/0860_p335.0_t20.0_z2.0.jpg,0.0,10.0,220.0,2.0,2.0,0.0,0.0,0.0,20.0,335.0
images/0525_p100.0_t45.0_z1.0.jpg,images/0836_p215.0_t20.0_z2.0.jpg,0.0,45.0,100.0,1.0,2.0,0.0,0.0,0.0,20.0,215.0
images/0316_p135.0_t30.0_z1.0.jpg,images/0271_p270.0_t25.0_z1.0.jpg,0.0,30.0,135.0,1.0,1.0,0.0,0.0,0.0,25.0,270.0
images/1221_p340.0_t45.0_z2.0.jpg,images/0273_p280.0_t25.0_z1.0.jpg,0.0,45.0,340.0,2.0,1.0,0.0,0.0,0.0,25.0,280.0
images/0861_p340.0_t20.0_z2.0.jpg,images/0401_p200.0_t35.0_z1.0.jpg,0.0,20.0,340.0,2.0,1.0,0.0,0.0,0.0,35.0,200.0
images/1141_p300.0_t40.0_z2.0.jpg,images/0863_p350.0_t20.0_z2.0.jpg,0.0,40.0,300.0,2.0,2.0,0.0,0.0,0.0,20.0,350.0
images/0184_p195.0_t20.0_z1.0.jpg,images/0153_p40.0_t20.0_z1.0.jpg,0.0,20.0,195.0,1.0,1.0,0.0,0.0,0.0,20.0,40.0
images/0320_p155.0_t30.0_z1.0.jpg,images/0519_p70.0_t45.0_z1.0.jpg,0.0,30.0,155.0,1.0,1.0,0.0,0.0,0.0,45.0,70.0
images/0451_p90.0_t40.0_z1.0.jpg,images/0068_p335.0_t10.0_z1.0.jpg,0.0,40.0,90.0,1.0,1.0,0.0,0.0,0.0,10.0,335.0
images/0991_p270.0_t30.0_z2.0.jpg,images/0471_p190.0_t40.0_z1.0.jpg,0.0,30.0,270.0,2.0,1.0,0.0,0.0,0.0,40.0,190.0
images/1130_p245.0_t40.0_z2.0.jpg,images/0741_p100.0_t15.0_z2.0.jpg,0.0,40.0,245.0,2.0,2.0,0.0,0.0,0.0,15.0,100.0
images/1174_p105.0_t45.0_z2.0.jpg,images/0952_p75.0_t30.0_z2.0.jpg,0.0,45.0,105.0,2.0,2.0,0.0,0.0,0.0,30.0,75.0
images/0588_p55.0_t50.0_z1.0.jpg,images/1161_p40.0_t45.0_z2.0.jpg,0.0,50.0,55.0,1.0,2.0,0.0,0.0,0.0,45.0,40.0
images/0569_p320.0_t45.0_z1.0.jpg,images/0026_p125.0_t10.0_z1.0.jpg,0.0,45.0,320.0,1.0,1.0,0.0,0.0,0.0,10.0,125.0
images/1135_p270.0_t40.0_z2.0.jpg,images/0143_p350.0_t15.0_z1.0.jpg,0.0,40.0,270.0,2.0,1.0,0.0,0.0,0.0,15.0,350.0
images/0963_p130.0_t30.0_z2.0.jpg,images/0182_p185.0_t20.0_z1.0.jpg,0.0,30.0,130.0,2.0,1.0,0.0,0.0,0.0,20.0,185.0
images/0407_p230.0_t35.0_z1.0.jpg,images/0557_p260.0_t45.0_z1.0.jpg,0.0,35.0,230.0,1.0,1.0,0.0,0.0,0.0,45.0,260.0
images/0902_p185.0_t25.0_z2.0.jpg,images/0700_p255.0_t10.0_z2.0.jpg,0.0,25.0,185.0,2.0,2.0,0.0,0.0,0.0,10.0,255.0
images/0853_p300.0_t20.0_z2.0.jpg,images/0589_p60.0_t50.0_z1.0.jpg,0.0,20.0,300.0,2.0,1.0,0.0,0.0,0.0,50.0,60.0
images/0750_p145.0_t15.0_z2.0.jpg,images/0128_p275.0_t15.0_z1.0.jpg,0.0,15.0,145.0,2.0,1.0,0.0,0.0,0.0,15.0,275.0
images/0603_p130.0_t50.0_z1.0.jpg,images/1031_p110.0_t35.0_z2.0.jpg,0.0,50.0,130.0,1.0,2.0,0.0,0.0,0.0,35.0,110.0
images/1088_p35.0_t40.0_z2.0.jpg,images/1281_p280.0_t50.0_z2.0.jpg,0.0,40.0,35.0,2.0,2.0,0.0,0.0,0.0,50.0,280.0
images/0914_p245.0_t25.0_z2.0.jpg,images/0036_p175.0_t10.0_z1.0.jpg,0.0,25.0,245.0,2.0,1.0,0.0,0.0,0.0,10.0,175.0
images/0816_p115.0_t20.0_z2.0.jpg,images/1238_p65.0_t50.0_z2.0.jpg,0.0,20.0,115.0,2.0,2.0,0.0,0.0,0.0,50.0,65.0
images/1190_p185.0_t45.0_z2.0.jpg,images/0206_p305.0_t20.0_z1.0.jpg,0.0,45.0,185.0,2.0,1.0,0.0,0.0,0.0,20.0,305.0
images/0880_p75.0_t25.0_z2.0.jpg,images/0488_p275.0_t40.0_z1.0.jpg,0.0,25.0,75.0,2.0,1.0,0.0,0.0,0.0,40.0,275.0
images/0691_p210.0_t10.0_z2.0.jpg,images/0184_p195.0_t20.0_z1.0.jpg,0.0,10.0,210.0,2.0,1.0,0.0,0.0,0.0,20.0,195.0
images/1088_p35.0_t40.0_z2.0.jpg,images/0017_p80.0_t10.0_z1.0.jpg,0.0,40.0,35.0,2.0,1.0,0.0,0.0,0.0,10.0,80.0
images/1045_p180.0_t35.0_z2.0.jpg,images/0532_p135.0_t45.0_z1.0.jpg,0.0,35.0,180.0,2.0,1.0,0.0,0.0,0.0,45.0,135.0
images/0530_p125.0_t45.0_z1.0.jpg,images/0097_p120.0_t15.0_z1.0.jpg,0.0,45.0,125.0,1.0,1.0,0.0,0.0,0.0,15.0,120.0
images/0879_p70.0_t25.0_z2.0.jpg,images/0993_p280.0_t30.0_z2.0.jpg,0.0,25.0,70.0,2.0,2.0,0.0,0.0,0.0,30.0,280.0
images/0788_p335.0_t15.0_z2.0.jpg,images/1269_p220.0_t50.0_z2.0.jpg,0.0,15.0,335.0,2.0,2.0,0.0,0.0,0.0,50.0,220.0
images/1285_p300.0_t50.0_z2.0.jpg,images/0296_p35.0_t30.0_z1.0.jpg,0.0,50.0,300.0,2.0,1.0,0.0,0.0,0.0,30.0,35.0
images/0738_p85.0_t15.0_z2.0.jpg,images/0120_p235.0_t15.0_z1.0.jpg,0.0,15.0,85.0,2.0,1.0,0.0,0.0,0.0,15.0,235.0
images/0903_p190.0_t25.0_z2.0.jpg,images/0553_p240.0_t45.0_z1.0.jpg,0.0,25.0,190.0,2.0,1.0,0.0,0.0,0.0,45.0,240.0
images/1285_p300.0_t50.0_z2.0.jpg,images/0627_p250.0_t50.0_z1.0.jpg,0.0,50.0,300.0,2.0,1.0,0.0,0.0,0.0,50.0,250.0
images/0738_p85.0_t15.0_z2.0.jpg,images/1115_p170.0_t40.0_z2.0.jpg,0.0,15.0,85.0,2.0,2.0,0.0,0.0,0.0,40.0,170.0
images/0450_p85.0_t40.0_z1.0.jpg,images/0400_p195.0_t35.0_z1.0.jpg,0.0,40.0,85.0,1.0,1.0,0.0,0.0,0.0,35.0,195.0
images/0180_p175.0_t20.0_z1.0.jpg,images/0452_p95.0_t40.0_z1.0.jpg,0.0,20.0,175.0,1.0,1.0,0.0,0.0,0.0,40.0,95.0
images/0155_p50.0_t20.0_z1.0.jpg,images/0157_p60.0_t20.0_z1.0.jpg,0.0,20.0,50.0,1.0,1.0,0.0,0.0,0.0,20.0,60.0
images/1278_p265.0_t50.0_z2.0.jpg,images/0187_p210.0_t20.0_z1.0.jpg,0.0,50.0,265.0,2.0,1.0,0.0,0.0,0.0,20.0,210.0
images/1066_p285.0_t35.0_z2.0.jpg,images/0794_p5.0_t20.0_z2.0.jpg,0.0,35.0,285.0,2.0,2.0,0.0,0.0,0.0,20.0,5.0
images/0818_p125.0_t20.0_z2.0.jpg,images/0005_p20.0_t10.0_z1.0.jpg,0.0,20.0,125.0,2.0,1.0,0.0,0.0,0.0,10.0,20.0
images/0883_p90.0_t25.0_z2.0.jpg,images/0092_p95.0_t15.0_z1.0.jpg,0.0,25.0,90.0,2.0,1.0,0.0,0.0,0.0,15.0,95.0
images/0525_p100.0_t45.0_z1.0.jpg,images/0677_p140.0_t10.0_z2.0.jpg,0.0,45.0,100.0,1.0,2.0,0.0,0.0,0.0,10.0,140.0
images/0924_p295.0_t25.0_z2.0.jpg,images/0455_p110.0_t40.0_z1.0.jpg,0.0,25.0,295.0,2.0,1.0,0.0,0.0,0.0,40.0,110.0
images/0741_p100.0_t15.0_z2.0.jpg,images/0435_p10.0_t40.0_z1.0.jpg,0.0,15.0,100.0,2.0,1.0,0.0,0.0,0.0,40.0,10.0
images/0470_p185.0_t40.0_z1.0.jpg,images/0865_p0.0_t25.0_z2.0.jpg,0.0,40.0,185.0,1.0,2.0,0.0,0.0,0.0,25.0,0.0
images/0643_p330.0_t50.0_z1.0.jpg,images/0522_p85.0_t45.0_z1.0.jpg,0.0,50.0,330.0,1.0,1.0,0.0,0.0,0.0,45.0,85.0
images/1202_p245.0_t45.0_z2.0.jpg,images/1181_p140.0_t45.0_z2.0.jpg,0.0,45.0,245.0,2.0,2.0,0.0,0.0,0.0,45.0,140.0
images/0121_p240.0_t15.0_z1.0.jpg,images/1293_p340.0_t50.0_z2.0.jpg,0.0,15.0,240.0,1.0,2.0,0.0,0.0,0.0,50.0,340.0
images/0036_p175.0_t10.0_z1.0.jpg,images/1008_p350.0_t30.0_z2.0.jpg,0.0,10.0,175.0,1.0,2.0,0.0,0.0,0.0,30.0,355.0
images/0445_p60.0_t40.0_z1.0.jpg,images/0607_p150.0_t50.0_z1.0.jpg,0.0,40.0,60.0,1.0,1.0,0.0,0.0,0.0,50.0,150.0
images/0511_p30.0_t45.0_z1.0.jpg,images/1230_p25.0_t50.0_z2.0.jpg,0.0,45.0,30.0,1.0,2.0,0.0,0.0,0.0,50.0,25.0
images/1266_p205.0_t50.0_z2.0.jpg,images/0816_p115.0_t20.0_z2.0.jpg,0.0,50.0,205.0,2.0,2.0,0.0,0.0,0.0,20.0,115.0
images/0879_p70.0_t25.0_z2.0.jpg,images/0763_p210.0_t15.0_z2.0.jpg,0.0,25.0,70.0,2.0,2.0,0.0,0.0,0.0,15.0,210.0
images/1283_p290.0_t50.0_z2.0.jpg,images/0699_p250.0_t10.0_z2.0.jpg,0.0,50.0,290.0,2.0,2.0,0.0,0.0,0.0,10.0,250.0
images/0099_p130.0_t15.0_z1.0.jpg,images/0352_p315.0_t30.0_z1.0.jpg,0.0,15.0,130.0,1.0,1.0,0.0,0.0,0.0,30.0,315.0
images/0312_p115.0_t30.0_z1.0.jpg,images/0098_p125.0_t15.0_z1.0.jpg,0.0,30.0,115.0,1.0,1.0,0.0,0.0,0.0,15.0,125.0
images/0490_p285.0_t40.0_z1.0.jpg,images/0318_p145.0_t30.0_z1.0.jpg,0.0,40.0,285.0,1.0,1.0,0.0,0.0,0.0,30.0,145.0
images/0155_p50.0_t20.0_z1.0.jpg,images/1011_p10.0_t35.0_z2.0.jpg,0.0,20.0,50.0,1.0,2.0,0.0,0.0,0.0,35.0,10.0
images/0791_p350.0_t15.0_z2.0.jpg,images/0767_p230.0_t15.0_z2.0.jpg,0.0,15.0,350.0,2.0,2.0,0.0,0.0,0.0,15.0,230.0
images/0585_p40.0_t50.0_z1.0.jpg,images/1022_p65.0_t35.0_z2.0.jpg,0.0,50.0,40.0,1.0,2.0,0.0,0.0,0.0,35.0,65.0
images/0897_p160.0_t25.0_z2.0.jpg,images/0975_p190.0_t30.0_z2.0.jpg,0.0,25.0,160.0,2.0,2.0,0.0,0.0,0.0,30.0,190.0
images/0595_p90.0_t50.0_z1.0.jpg,images/0365_p20.0_t35.0_z1.0.jpg,0.0,50.0,90.0,1.0,1.0,0.0,0.0,0.0,35.0,20.0
images/0595_p90.0_t50.0_z1.0.jpg,images/0761_p200.0_t15.0_z2.0.jpg,0.0,50.0,90.0,1.0,2.0,0.0,0.0,0.0,15.0,200.0
images/0590_p65.0_t50.0_z1.0.jpg,images/0570_p325.0_t45.0_z1.0.jpg,0.0,50.0,65.0,1.0,1.0,0.0,0.0,0.0,45.0,325.0
images/0509_p20.0_t45.0_z1.0.jpg,images/0745_p120.0_t15.0_z2.0.jpg,0.0,45.0,20.0,1.0,2.0,0.0,0.0,0.0,15.0,120.0
images/0672_p115.0_t10.0_z2.0.jpg,images/1047_p190.0_t35.0_z2.0.jpg,0.0,10.0,115.0,2.0,2.0,0.0,0.0,0.0,35.0,190.0
images/1083_p10.0_t40.0_z2.0.jpg,images/0144_p350.0_t15.0_z1.0.jpg,0.0,40.0,10.0,2.0,1.0,0.0,0.0,0.0,15.0,355.0
images/0161_p80.0_t20.0_z1.0.jpg,images/0857_p320.0_t20.0_z2.0.jpg,0.0,20.0,80.0,1.0,2.0,0.0,0.0,0.0,20.0,320.0
images/0994_p285.0_t30.0_z2.0.jpg,images/0651_p10.0_t10.0_z2.0.jpg,0.0,30.0,285.0,2.0,2.0,0.0,0.0,0.0,10.0,10.0
images/0133_p300.0_t15.0_z1.0.jpg,images/0964_p135.0_t30.0_z2.0.jpg,0.0,15.0,300.0,1.0,2.0,0.0,0.0,0.0,30.0,135.0
images/1024_p75.0_t35.0_z2.0.jpg,images/0492_p295.0_t40.0_z1.0.jpg,0.0,35.0,75.0,2.0,1.0,0.0,0.0,0.0,40.0,295.0
images/0341_p260.0_t30.0_z1.0.jpg,images/0035_p170.0_t10.0_z1.0.jpg,0.0,30.0,260.0,1.0,1.0,0.0,0.0,0.0,10.0,170.0
images/0559_p270.0_t45.0_z1.0.jpg,images/1235_p50.0_t50.0_z2.0.jpg,0.0,45.0,270.0,1.0,2.0,0.0,0.0,0.0,50.0,50.0
images/0177_p160.0_t20.0_z1.0.jpg,images/1074_p325.0_t35.0_z2.0.jpg,0.0,20.0,160.0,1.0,2.0,0.0,0.0,0.0,35.0,325.0
images/0308_p95.0_t30.0_z1.0.jpg,images/1215_p310.0_t45.0_z2.0.jpg,0.0,30.0,95.0,1.0,2.0,0.0,0.0,0.0,45.0,310.0
images/0663_p70.0_t10.0_z2.0.jpg,images/1118_p185.0_t40.0_z2.0.jpg,0.0,10.0,70.0,2.0,2.0,0.0,0.0,0.0,40.0,185.0
images/0939_p10.0_t30.0_z2.0.jpg,images/0743_p110.0_t15.0_z2.0.jpg,0.0,30.0,10.0,2.0,2.0,0.0,0.0,0.0,15.0,110.0
images/1055_p230.0_t35.0_z2.0.jpg,images/0672_p115.0_t10.0_z2.0.jpg,0.0,35.0,230.0,2.0,2.0,0.0,0.0,0.0,10.0,115.0
images/1161_p40.0_t45.0_z2.0.jpg,images/1097_p80.0_t40.0_z2.0.jpg,0.0,45.0,40.0,2.0,2.0,0.0,0.0,0.0,40.0,80.0
images/1137_p280.0_t40.0_z2.0.jpg,images/0911_p230.0_t25.0_z2.0.jpg,0.0,40.0,280.0,2.0,2.0,0.0,0.0,0.0,25.0,230.0
images/1207_p270.0_t45.0_z2.0.jpg,images/0940_p15.0_t30.0_z2.0.jpg,0.0,45.0,270.0,2.0,2.0,0.0,0.0,0.0,30.0,15.0
images/0734_p65.0_t15.0_z2.0.jpg,images/0786_p325.0_t15.0_z2.0.jpg,0.0,15.0,65.0,2.0,2.0,0.0,0.0,0.0,15.0,325.0
images/0072_p350.0_t10.0_z1.0.jpg,images/0341_p260.0_t30.0_z1.0.jpg,0.0,10.0,355.0,1.0,1.0,0.0,0.0,0.0,30.0,260.0
images/0660_p55.0_t10.0_z2.0.jpg,images/1015_p30.0_t35.0_z2.0.jpg,0.0,10.0,55.0,2.0,2.0,0.0,0.0,0.0,35.0,30.0
images/0257_p200.0_t25.0_z1.0.jpg,images/1050_p205.0_t35.0_z2.0.jpg,0.0,25.0,200.0,1.0,2.0,0.0,0.0,0.0,35.0,205.0
images/1027_p90.0_t35.0_z2.0.jpg,images/0570_p325.0_t45.0_z1.0.jpg,0.0,35.0,90.0,2.0,1.0,0.0,0.0,0.0,45.0,325.0
images/0568_p315.0_t45.0_z1.0.jpg,images/0861_p340.0_t20.0_z2.0.jpg,0.0,45.0,315.0,1.0,2.0,0.0,0.0,0.0,20.0,340.0
images/0972_p175.0_t30.0_z2.0.jpg,images/0757_p180.0_t15.0_z2.0.jpg,0.0,30.0,175.0,2.0,2.0,0.0,0.0,0.0,15.0,180.0
images/0979_p210.0_t30.0_z2.0.jpg,images/1295_p350.0_t50.0_z2.0.jpg,0.0,30.0,210.0,2.0,2.0,0.0,0.0,0.0,50.0,350.0
images/1130_p245.0_t40.0_z2.0.jpg,images/1014_p25.0_t35.0_z2.0.jpg,0.0,40.0,245.0,2.0,2.0,0.0,0.0,0.0,35.0,25.0
images/0228_p55.0_t25.0_z1.0.jpg,images/1211_p290.0_t45.0_z2.0.jpg,0.0,25.0,55.0,1.0,2.0,0.0,0.0,0.0,45.0,290.0
images/0637_p300.0_t50.0_z1.0.jpg,images/0090_p85.0_t15.0_z1.0.jpg,0.0,50.0,300.0,1.0,1.0,0.0,0.0,0.0,15.0,85.0
images/0217_p0.0_t25.0_z1.0.jpg,images/0754_p165.0_t15.0_z2.0.jpg,0.0,25.0,0.0,1.0,2.0,0.0,0.0,0.0,15.0,165.0
images/0483_p250.0_t40.0_z1.0.jpg,images/0953_p80.0_t30.0_z2.0.jpg,0.0,40.0,250.0,1.0,2.0,0.0,0.0,0.0,30.0,80.0
images/0860_p335.0_t20.0_z2.0.jpg,images/0854_p305.0_t20.0_z2.0.jpg,0.0,20.0,335.0,2.0,2.0,0.0,0.0,0.0,20.0,305.0
images/0126_p265.0_t15.0_z1.0.jpg,images/0895_p150.0_t25.0_z2.0.jpg,0.0,15.0,265.0,1.0,2.0,0.0,0.0,0.0,25.0,150.0
images/0331_p210.0_t30.0_z1.0.jpg,images/0447_p70.0_t40.0_z1.0.jpg,0.0,30.0,210.0,1.0,1.0,0.0,0.0,0.0,40.0,70.0
images/0088_p75.0_t15.0_z1.0.jpg,images/0214_p345.0_t20.0_z1.0.jpg,0.0,15.0,75.0,1.0,1.0,0.0,0.0,0.0,20.0,345.0
images/0871_p30.0_t25.0_z2.0.jpg,images/1011_p10.0_t35.0_z2.0.jpg,0.0,25.0,30.0,2.0,2.0,0.0,0.0,0.0,35.0,10.0
images/0038_p185.0_t10.0_z1.0.jpg,images/1155_p10.0_t45.0_z2.0.jpg,0.0,10.0,185.0,1.0,2.0,0.0,0.0,0.0,45.0,10.0
images/0417_p280.0_t35.0_z1.0.jpg,images/1233_p40.0_t50.0_z2.0.jpg,0.0,35.0,280.0,1.0,2.0,0.0,0.0,0.0,50.0,40.0
images/0837_p220.0_t20.0_z2.0.jpg,images/0497_p320.0_t40.0_z1.0.jpg,0.0,20.0,220.0,2.0,1.0,0.0,0.0,0.0,40.0,320.0
images/0159_p70.0_t20.0_z1.0.jpg,images/0818_p125.0_t20.0_z2.0.jpg,0.0,20.0,70.0,1.0,2.0,0.0,0.0,0.0,20.0,125.0
images/0885_p100.0_t25.0_z2.0.jpg,images/0074_p5.0_t15.0_z1.0.jpg,0.0,25.0,100.0,2.0,1.0,0.0,0.0,0.0,15.0,5.0
images/0454_p105.0_t40.0_z1.0.jpg,images/0897_p160.0_t25.0_z2.0.jpg,0.0,40.0,105.0,1.0,2.0,0.0,0.0,0.0,25.0,160.0
images/1027_p90.0_t35.0_z2.0.jpg,images/0094_p105.0_t15.0_z1.0.jpg,0.0,35.0,90.0,2.0,1.0,0.0,0.0,0.0,15.0,105.0
images/0391_p150.0_t35.0_z1.0.jpg,images/0757_p180.0_t15.0_z2.0.jpg,0.0,35.0,150.0,1.0,2.0,0.0,0.0,0.0,15.0,180.0
images/1184_p155.0_t45.0_z2.0.jpg,images/0727_p30.0_t15.0_z2.0.jpg,0.0,45.0,155.0,2.0,2.0,0.0,0.0,0.0,15.0,30.0
images/0832_p195.0_t20.0_z2.0.jpg,images/0179_p170.0_t20.0_z1.0.jpg,0.0,20.0,195.0,2.0,1.0,0.0,0.0,0.0,20.0,170.0
images/0758_p185.0_t15.0_z2.0.jpg,images/0607_p150.0_t50.0_z1.0.jpg,0.0,15.0,185.0,2.0,1.0,0.0,0.0,0.0,50.0,150.0
images/0754_p165.0_t15.0_z2.0.jpg,images/1125_p220.0_t40.0_z2.0.jpg,0.0,15.0,165.0,2.0,2.0,0.0,0.0,0.0,40.0,220.0
images/0682_p165.0_t10.0_z2.0.jpg,images/0532_p135.0_t45.0_z1.0.jpg,0.0,10.0,165.0,2.0,1.0,0.0,0.0,0.0,45.0,135.0
images/1031_p110.0_t35.0_z2.0.jpg,images/0501_p340.0_t40.0_z1.0.jpg,0.0,35.0,110.0,2.0,1.0,0.0,0.0,0.0,40.0,340.0
images/0088_p75.0_t15.0_z1.0.jpg,images/0218_p5.0_t25.0_z1.0.jpg,0.0,15.0,75.0,1.0,1.0,0.0,0.0,0.0,25.0,5.0
images/0805_p60.0_t20.0_z2.0.jpg,images/0093_p100.0_t15.0_z1.0.jpg,0.0,20.0,60.0,2.0,1.0,0.0,0.0,0.0,15.0,100.0
images/0906_p205.0_t25.0_z2.0.jpg,images/1102_p105.0_t40.0_z2.0.jpg,0.0,25.0,205.0,2.0,2.0,0.0,0.0,0.0,40.0,105.0
images/0258_p205.0_t25.0_z1.0.jpg,images/0125_p260.0_t15.0_z1.0.jpg,0.0,25.0,205.0,1.0,1.0,0.0,0.0,0.0,15.0,260.0
images/0444_p55.0_t40.0_z1.0.jpg,images/0558_p265.0_t45.0_z1.0.jpg,0.0,40.0,55.0,1.0,1.0,0.0,0.0,0.0,45.0,265.0
images/0538_p165.0_t45.0_z1.0.jpg,images/0699_p250.0_t10.0_z2.0.jpg,0.0,45.0,165.0,1.0,2.0,0.0,0.0,0.0,10.0,250.0
images/0192_p235.0_t20.0_z1.0.jpg,images/0867_p10.0_t25.0_z2.0.jpg,0.0,20.0,235.0,1.0,2.0,0.0,0.0,0.0,25.0,10.0
images/0867_p10.0_t25.0_z2.0.jpg,images/0625_p240.0_t50.0_z1.0.jpg,0.0,25.0,10.0,2.0,1.0,0.0,0.0,0.0,50.0,240.0
images/0578_p5.0_t50.0_z1.0.jpg,images/0383_p110.0_t35.0_z1.0.jpg,0.0,50.0,5.0,1.0,1.0,0.0,0.0,0.0,35.0,110.0
images/1073_p320.0_t35.0_z2.0.jpg,images/0412_p255.0_t35.0_z1.0.jpg,0.0,35.0,320.0,2.0,1.0,0.0,0.0,0.0,35.0,255.0
images/0961_p120.0_t30.0_z2.0.jpg,images/0236_p95.0_t25.0_z1.0.jpg,0.0,30.0,120.0,2.0,1.0,0.0,0.0,0.0,25.0,95.0
images/1006_p345.0_t30.0_z2.0.jpg,images/0502_p345.0_t40.0_z1.0.jpg,0.0,30.0,345.0,2.0,1.0,0.0,0.0,0.0,40.0,345.0
images/0191_p230.0_t20.0_z1.0.jpg,images/0944_p35.0_t30.0_z2.0.jpg,0.0,20.0,230.0,1.0,2.0,0.0,0.0,0.0,30.0,35.0
images/0390_p145.0_t35.0_z1.0.jpg,images/0229_p60.0_t25.0_z1.0.jpg,0.0,35.0,145.0,1.0,1.0,0.0,0.0,0.0,25.0,60.0
images/0819_p130.0_t20.0_z2.0.jpg,images/0125_p260.0_t15.0_z1.0.jpg,0.0,20.0,130.0,2.0,1.0,0.0,0.0,0.0,15.0,260.0
images/0916_p255.0_t25.0_z2.0.jpg,images/0235_p90.0_t25.0_z1.0.jpg,0.0,25.0,255.0,2.0,1.0,0.0,0.0,0.0,25.0,90.0
images/0099_p130.0_t15.0_z1.0.jpg,images/0070_p345.0_t10.0_z1.0.jpg,0.0,15.0,130.0,1.0,1.0,0.0,0.0,0.0,10.0,345.0
images/1111_p150.0_t40.0_z2.0.jpg,images/0799_p30.0_t20.0_z2.0.jpg,0.0,40.0,150.0,2.0,2.0,0.0,0.0,0.0,20.0,30.0
images/0228_p55.0_t25.0_z1.0.jpg,images/0253_p180.0_t25.0_z1.0.jpg,0.0,25.0,55.0,1.0,1.0,0.0,0.0,0.0,25.0,180.0
images/0021_p100.0_t10.0_z1.0.jpg,images/1046_p185.0_t35.0_z2.0.jpg,0.0,10.0,100.0,1.0,2.0,0.0,0.0,0.0,35.0,185.0
images/0825_p160.0_t20.0_z2.0.jpg,images/0384_p115.0_t35.0_z1.0.jpg,0.0,20.0,160.0,2.0,1.0,0.0,0.0,0.0,35.0,115.0
images/0516_p55.0_t45.0_z1.0.jpg,images/0527_p110.0_t45.0_z1.0.jpg,0.0,45.0,55.0,1.0,1.0,0.0,0.0,0.0,45.0,110.0
images/1033_p120.0_t35.0_z2.0.jpg,images/1152_p350.0_t40.0_z2.0.jpg,0.0,35.0,120.0,2.0,2.0,0.0,0.0,0.0,40.0,355.0
images/0014_p65.0_t10.0_z1.0.jpg,images/0177_p160.0_t20.0_z1.0.jpg,0.0,10.0,65.0,1.0,1.0,0.0,0.0,0.0,20.0,160.0
images/0542_p185.0_t45.0_z1.0.jpg,images/0710_p305.0_t10.0_z2.0.jpg,0.0,45.0,185.0,1.0,2.0,0.0,0.0,0.0,10.0,305.0
images/0432_p350.0_t35.0_z1.0.jpg,images/0104_p155.0_t15.0_z1.0.jpg,0.0,35.0,355.0,1.0,1.0,0.0,0.0,0.0,15.0,155.0
images/1121_p200.0_t40.0_z2.0.jpg,images/0105_p160.0_t15.0_z1.0.jpg,0.0,40.0,200.0,2.0,1.0,0.0,0.0,0.0,15.0,160.0
images/0848_p275.0_t20.0_z2.0.jpg,images/1107_p130.0_t40.0_z2.0.jpg,0.0,20.0,275.0,2.0,2.0,0.0,0.0,0.0,40.0,130.0
images/0878_p65.0_t25.0_z2.0.jpg,images/0446_p65.0_t40.0_z1.0.jpg,0.0,25.0,65.0,2.0,1.0,0.0,0.0,0.0,40.0,65.0
images/1089_p40.0_t40.0_z2.0.jpg,images/0999_p310.0_t30.0_z2.0.jpg,0.0,40.0,40.0,2.0,2.0,0.0,0.0,0.0,30.0,310.0
images/0558_p265.0_t45.0_z1.0.jpg,images/0093_p100.0_t15.0_z1.0.jpg,0.0,45.0,265.0,1.0,1.0,0.0,0.0,0.0,15.0,100.0
images/0911_p230.0_t25.0_z2.0.jpg,images/0854_p305.0_t20.0_z2.0.jpg,0.0,25.0,230.0,2.0,2.0,0.0,0.0,0.0,20.0,305.0
images/0284_p335.0_t25.0_z1.0.jpg,images/0577_p0.0_t50.0_z1.0.jpg,0.0,25.0,335.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0
images/0900_p175.0_t25.0_z2.0.jpg,images/0271_p270.0_t25.0_z1.0.jpg,0.0,25.0,175.0,2.0,1.0,0.0,0.0,0.0,25.0,270.0
images/1043_p170.0_t35.0_z2.0.jpg,images/1068_p295.0_t35.0_z2.0.jpg,0.0,35.0,170.0,2.0,2.0,0.0,0.0,0.0,35.0,295.0
images/1225_p0.0_t50.0_z2.0.jpg,images/1244_p95.0_t50.0_z2.0.jpg,0.0,50.0,0.0,2.0,2.0,0.0,0.0,0.0,50.0,95.0
images/0628_p255.0_t50.0_z1.0.jpg,images/0471_p190.0_t40.0_z1.0.jpg,0.0,50.0,255.0,1.0,1.0,0.0,0.0,0.0,40.0,190.0
images/1135_p270.0_t40.0_z2.0.jpg,images/1295_p350.0_t50.0_z2.0.jpg,0.0,40.0,270.0,2.0,2.0,0.0,0.0,0.0,50.0,350.0
images/0236_p95.0_t25.0_z1.0.jpg,images/0621_p220.0_t50.0_z1.0.jpg,0.0,25.0,95.0,1.0,1.0,0.0,0.0,0.0,50.0,220.0
images/1116_p175.0_t40.0_z2.0.jpg,images/0257_p200.0_t25.0_z1.0.jpg,0.0,40.0,175.0,2.0,1.0,0.0,0.0,0.0,25.0,200.0
